Signet,Id,Label,Type,Occured,Date,Num_demande,link
Apochromatic unit-<wbr/>magnification projection optical system,896,brevet_896,brevet,1,2013-12-21,TW20050136504 20051019,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=423&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131221&CC=TW&NR=I420149B&KC=B
Device and method for influencing the polarization distribution in an optical system  in particular in a microlithographic projection exposure apparatus,897,brevet_897,brevet,1,2013-12-11,TW20060136887 20061004,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=424&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131211&CC=TW&NR=I418945B&KC=B
Micro plug and modified standard micro receptacle,898,brevet_898,brevet,1,2013-12-16,TW20130104711 20130207,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=425&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201351812A&KC=A
Touch display device,899,brevet_899,brevet,1,2013-12-16,TW20120121392 20120614,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=426&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201351446A&KC=A
Calibration method and system to correct for image distortion of a camera,900,brevet_900,brevet,1,2013-12-16,TW20130131831 20070810,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=427&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201351391A&KC=A
Fixing assembly for hard disk drive and server having the same,901,brevet_901,brevet,1,2013-12-16,TW20120120407 20120607,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=428&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201351096A&KC=A
Illumination optical unit for a projection exposure apparatus,902,brevet_902,brevet,1,2013-12-16,TW20130108858 20130313,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=429&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201351057A&KC=A
Projection zoom lens,903,brevet_903,brevet,1,2013-12-16,TW20120120044 20120605,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=432&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201350958A&KC=A
Stereoscopic projection display apparatus,904,brevet_904,brevet,1,2013-12-16,TW20120119838 20120601,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=433&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201350909A&KC=A
Device for inspecting contact lens edge,905,brevet_905,brevet,1,2013-12-16,TW20120120696 20120608,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=434&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201350838A&KC=A
Optical inspection system for steel slab defects and its inspection method,906,brevet_906,brevet,1,2013-12-16,TW20120121192 20120613,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=435&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201350831A&KC=A
Light-emitting diode lighting device,907,brevet_907,brevet,1,2013-12-16,TW20120120761 20120608,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=436&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201350740A&KC=A
Multi-axis caster angle control system of an extendable wheel assembly,908,brevet_908,brevet,1,2013-12-16,TW20120124002 20120704,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=437&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201350375A&KC=A
Object positioning and fixing device,909,brevet_909,brevet,1,2013-12-16,TW20130104191 20130204,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=438&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201350253A&KC=A
Image-based interactive video game system and method,910,brevet_910,brevet,1,2013-12-16,TW20120119790 20120601,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=439&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131216&CC=TW&NR=201350174A&KC=A
Optical printed circuit board,911,brevet_911,brevet,1,2013-12-01,TW20120118925 20120528,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=440&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201349947A&KC=A
Light source system for stereoscopic projection,912,brevet_912,brevet,1,2013-12-01,TW20120118265 20120523,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=441&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201349840A&KC=A
Event message projection circuit and method,913,brevet_913,brevet,1,2013-12-01,TW20120118129 20120522,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=442&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201349830A&KC=A
Magnetic attraction connector and the magnetic component thereof,914,brevet_914,brevet,1,2013-12-01,TW20120118700 20120525,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=443&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201349679A&KC=A
Interactive projection system and control method with light spot identification,915,brevet_915,brevet,1,2013-12-01,TW20120118013 20120521,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=444&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201349029A&KC=A
Image projection device and image projection method,916,brevet_916,brevet,1,2013-12-01,TW20130117379 20130516,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=445&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201348848A&KC=A
A device for 3D projection and projection method,917,brevet_917,brevet,1,2013-12-01,TW20120118389 20120523,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=446&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201348845A&KC=A
Digital light procession projector,918,brevet_918,brevet,1,2013-12-01,TW20120118244 20120522,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=447&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201348844A&KC=A
Image processing device  projector  and method of controlling projector,919,brevet_919,brevet,1,2013-12-01,TW20130109577 20130318,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=448&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201348841A&KC=A
Projection apparatus for providing multiple viewing angle images,920,brevet_920,brevet,1,2013-12-01,TW20120119033 20120529,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=449&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201348747A&KC=A
Optical signal transmission structure of laser ranging device,921,brevet_921,brevet,1,2013-12-01,TW20120117793 20120518,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=450&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201348728A&KC=A
Coupling efficiency inspection device of optical fiber coupler and method thereof,922,brevet_922,brevet,1,2013-12-01,TW20120118292 20120523,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=451&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201348688A&KC=A
Total luminous flux inspection system and total luminous flux inspection method,923,brevet_923,brevet,1,2013-12-01,TW20120119288 20120530,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=452&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201348683A&KC=A
Operating device of sunshine shielding device,924,brevet_924,brevet,1,2013-12-01,TW20120118588 20120524,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=453&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201348574A&KC=A
Protective sheath for slope stabilization method  anchor rod protective structure  and construction methods therefor,925,brevet_925,brevet,1,2013-12-01,TW20130109370 20130315,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=454&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201348557A&KC=A
Structure of motorcycle seat cushion structure and seat cushion hinge thereof,926,brevet_926,brevet,1,2013-12-01,TW20120119062 20120529,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=455&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201348048A&KC=A
Method for playing roulette game machine,927,brevet_927,brevet,1,2013-12-01,TW20120119178 20120529,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=456&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=201347815A&KC=A
METHOD AND APPARATUS FOR A LIGHT WEIGHT ENCLOSURE FOR PROJECTION TELEVISIONS,928,brevet_928,brevet,1,2004-12-10,,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=457&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20041210&CC=KR&NR=20040104623A&KC=A
SYNTHETIC QUARTZ GLASS FOR OPTICAL MEMBER  PROJECTION EXPOSURE DEVICE  AND PROJECTION EXPOSURE METHOD,929,brevet_929,brevet,1,2004-12-10,,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=458&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20041210&CC=KR&NR=20040104541A&KC=A
Method and system for projecting images at projection angles greater than 180 degrees,930,brevet_930,brevet,1,2004-01-16,,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=459&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20040116&CC=KR&NR=20040005901A&KC=A
COMPOSITE LENTICULAR LENS SHEET AND PROJECTION SCREEN,931,brevet_931,brevet,1,2004-01-16,,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=460&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20040116&CC=KR&NR=20040005853A&KC=A
CONVERGENCE OPTIMIZATION IN A PROJECTION DISPLAY,932,brevet_932,brevet,1,2004-01-16,,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=461&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20040116&CC=KR&NR=20040005814A&KC=A
Mobile three-dimensional projection power supply device,933,brevet_933,brevet,1,2013-12-21,TW20120223008U 20121128,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=462&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131221&CC=TW&NR=M468836U&KC=U
Handheld device with constellation image projection,934,brevet_934,brevet,1,2013-12-21,TW20130213864U 20130723,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=463&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131221&CC=TW&NR=M468691U&KC=U
Semi-circular threading projection type effort-<wbr/>saving water gate screw structure,935,brevet_935,brevet,1,2013-12-21,TW20130212287U 20130628,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=464&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131221&CC=TW&NR=M468555U&KC=U
Toy structure with projection kinetic power,936,brevet_936,brevet,1,2013-12-11,TW20130212181U 20130628,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=465&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131211&CC=TW&NR=M467500U&KC=U
Projection device for toy,937,brevet_937,brevet,1,2013-12-11,TW20130215201U 20130813,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=466&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131211&CC=TW&NR=M467493U&KC=U
Bendable transmission cable and transmission device,938,brevet_938,brevet,1,2013-12-01,TW20130209830U 20130527,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=467&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=M467197U&KC=U
Projection panel,939,brevet_939,brevet,1,2013-12-01,TW20130214506U 20130801,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=468&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=M466801U&KC=U
High-location branch sawing device,940,brevet_940,brevet,1,2013-12-01,TW20130209753U 20130524,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=469&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20131201&CC=TW&NR=M466475U&KC=U
HEAT EXCHANGE TUBE,941,brevet_941,brevet,1,2014-02-27,RU20120152695 20121206,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=470&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=RU&NR=2508516C1&KC=C1
CONTAINER,942,brevet_942,brevet,1,2014-02-27,RU20120135584 20120820,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=471&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=RU&NR=2508230C1&KC=C1
METHOD OF TREATING CHOROIDAL MELANOMA WITH SIZE OF MORE THAN 6 5 MM,943,brevet_943,brevet,1,2014-02-27,RU20120135617 20120821,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=472&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=RU&NR=2508134C1&KC=C1
IMAGE PROJECTION SYSTEM WITH A POLARIZING BEAM SPLITTER,944,brevet_944,brevet,1,2004-01-07,,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=473&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20040107&CC=KR&NR=20040002985A&KC=A
CERAMIC ELECTRONIC COMPONENT,945,brevet_945,brevet,1,2014-02-27,US201313973514 20130822,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=474&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014055910A1&KC=A1
DISPOSABLE BEVERAGE CONTAINER,946,brevet_946,brevet,1,2014-02-27,AU20130263841 20131213,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=475&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=AU&NR=2013263841A1&KC=A1
A PROJECTION EXPOSURE METHOD,947,brevet_947,brevet,1,2004-01-13,,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=476&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20040113&CC=KR&NR=20040004433A&KC=A
Refractive projection objective for immersion lithography,948,brevet_948,brevet,1,2004-11-26,,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=477&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20041126&CC=KR&NR=20040099307A&KC=A
MODULAR ELECTRONIC BUILDING SYSTEMS WITH MAGNETIC INTERCONNECTIONS AND METHODS OF USING THE SAME,949,brevet_949,brevet,1,2014-02-27,WO2013US56599 20130826,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=478&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=WO&NR=2014032043A1&KC=A1
SYSTEMS AND METHODS FOR PROJECTING VIEWERSHIP DATA,950,brevet_950,brevet,1,2014-02-27,WO2013US56288 20130822,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=479&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=WO&NR=2014031910A1&KC=A1
ELECTRONIC RADIOGRAPHY SYSTEM AND SIGNAL RELAY DEVICE,951,brevet_951,brevet,1,2014-02-27,WO2013JP69476 20130718,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=480&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=WO&NR=2014030467A1&KC=A1
POWER SEMICONDUCTOR MODULE,952,brevet_952,brevet,1,2014-02-27,WO2013JP69085 20130712,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=481&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=WO&NR=2014030458A1&KC=A1
CHARGED PARTICLE BEAM DEVICE AND SAMPLE OBSERVATION METHOD,953,brevet_953,brevet,1,2014-02-27,WO2013JP67756 20130628,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=482&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=WO&NR=2014030430A1&KC=A1
PROJECTION DEVICE AND USAGE THEREOF,954,brevet_954,brevet,1,2014-02-27,WO2013CN81276 20130812,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=483&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=WO&NR=2014029281A1&KC=A1
KEYBOARD PROJECTION SYSTEM WITH IMAGE SUBTRACTION,955,brevet_955,brevet,1,2014-02-27,WO2013CA50642 20130820,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=484&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=WO&NR=2014029020A1&KC=A1
METHOD AND APPARATUS FOR SELECTIVE SHARING OF SEMANTIC INFORMATION SETS,956,brevet_956,brevet,1,2014-02-27,US201314068884 20131031,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=485&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014058994A1&KC=A1
LOCKING SYSTEM FOR A PLUG COUPLING DEVICE ARRANGED ON A MOTOR VEHICLE  A CHARGING STATION OR A WALL,957,brevet_957,brevet,1,2014-02-27,US201214110496 20120329,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=486&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014057468A1&KC=A1
IMAGE PROCESSING DEVICE FOR FINDING CORRESPONDING REGIONS IN TWO IMAGE DATA SETS OF AN OBJECT,958,brevet_958,brevet,1,2014-02-27,US201114002336 20110302,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=487&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014056502A1&KC=A1
Generating Attenuation Correction Maps for Combined Modality Imaging Studies and Improving Generated Attenuation Correction Maps Using MLAA and DCC Algorithms,959,brevet_959,brevet,1,2014-02-27,US201313970753 20130820,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=488&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014056500A1&KC=A1
APPARATUS AND METHOD FOR GENERATING IMAGE USING CORRECTION MODEL,960,brevet_960,brevet,1,2014-02-27,US201313888407 20130507,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=489&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014056499A1&KC=A1
INCORPORATING VIDEO META-<wbr/>DATA IN 3D MODELS,961,brevet_961,brevet,1,2014-02-27,US201314065593 20131029,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=490&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014056476A1&KC=A1
Speaker,962,brevet_962,brevet,1,2014-02-27,US201314010699 20130827,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=491&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014056465A1&KC=A1
Micro-Speaker,963,brevet_963,brevet,1,2014-02-27,US201314010636 20130827,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=492&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014056464A1&KC=A1
Micro-electroacoustic Device,964,brevet_964,brevet,1,2014-02-27,US201314010652 20130827,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=495&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014056445A1&KC=A1
IMAGE PROCESSING APPARATUS  IMAGE PROCESSING METHOD  AND IMAGE PROCESSING SYSTEM,965,brevet_965,brevet,1,2014-02-27,US201313968469 20130816,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=496&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014056402A1&KC=A1
COMPUTED TOMOGRAPHY APPARATUS,966,brevet_966,brevet,1,2014-02-27,US201214113696 20120613,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=497&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014056401A1&KC=A1
FASTENER,967,brevet_967,brevet,1,2014-02-27,US201213598653 20120830,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=498&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140227&CC=US&NR=2014055955A1&KC=A1
INPUT SYSTEM AND DEVICE USING CAPACITIVE TOUCH,968,brevet_968,brevet,1,2014-04-03,WO2013TH00053 20130927,http://worldwide.espacenet.com/publicationDetails/biblio?DB=worldwide.espacenet.com&II=0&ND=3&adjacent=true&locale=fr_FR&FT=D&date=20140403&CC=WO&NR=2014051531A2&KC=A2
