Source,Target,Type,Id,Type_edge,Weigth
3976,1237,Undirected,1375,inventeur_brevet,1
3977,485,Undirected,1376,inventeur_brevet,1
3978,761,Undirected,1377,inventeur_brevet,1
3979,1900,Undirected,1378,inventeur_brevet,1
3980,754,Undirected,1379,inventeur_brevet,1
3981,1697,Undirected,1380,inventeur_brevet,1
3982,672,Undirected,1381,inventeur_brevet,1
3983,92,Undirected,1382,inventeur_brevet,1
3984,1908,Undirected,1383,inventeur_brevet,1
3985,978,Undirected,1384,inventeur_brevet,1
3985,1317,Undirected,1385,inventeur_brevet,1
3986,1826,Undirected,1386,inventeur_brevet,1
3987,958,Undirected,1387,inventeur_brevet,1
3988,291,Undirected,1388,inventeur_brevet,1
3989,1087,Undirected,1389,inventeur_brevet,1
3990,618,Undirected,1390,inventeur_brevet,1
3991,897,Undirected,1391,inventeur_brevet,1
3992,777,Undirected,1392,inventeur_brevet,1
3993,1988,Undirected,1393,inventeur_brevet,1
3994,2123,Undirected,1394,inventeur_brevet,1
3995,46,Undirected,1395,inventeur_brevet,1
3996,2519,Undirected,1396,inventeur_brevet,1
3997,984,Undirected,1397,inventeur_brevet,1
3997,1667,Undirected,1398,inventeur_brevet,1
3998,443,Undirected,1399,inventeur_brevet,1
3999,2081,Undirected,1400,inventeur_brevet,1
4000,1640,Undirected,1401,inventeur_brevet,1
4001,741,Undirected,1402,inventeur_brevet,1
4002,1499,Undirected,1403,inventeur_brevet,1
4003,1070,Undirected,1404,inventeur_brevet,1
4004,164,Undirected,1405,inventeur_brevet,1
4005,1432,Undirected,1406,inventeur_brevet,1
4006,1425,Undirected,1407,inventeur_brevet,1
4007,1638,Undirected,1408,inventeur_brevet,1
4008,1543,Undirected,1409,inventeur_brevet,1
4009,1600,Undirected,1410,inventeur_brevet,1
4010,66,Undirected,1411,inventeur_brevet,1
4011,520,Undirected,1412,inventeur_brevet,1
4012,447,Undirected,1413,inventeur_brevet,1
4013,1382,Undirected,1414,inventeur_brevet,1
4014,132,Undirected,1415,inventeur_brevet,1
4015,829,Undirected,1416,inventeur_brevet,1
4016,347,Undirected,1417,inventeur_brevet,1
4017,1928,Undirected,1418,inventeur_brevet,1
4018,2137,Undirected,1419,inventeur_brevet,1
4019,829,Undirected,1420,inventeur_brevet,1
4020,428,Undirected,1421,inventeur_brevet,1
4021,1261,Undirected,1422,inventeur_brevet,1
4022,1805,Undirected,1423,inventeur_brevet,1
4023,1503,Undirected,1424,inventeur_brevet,1
4024,1778,Undirected,1425,inventeur_brevet,1
4025,35,Undirected,1426,inventeur_brevet,1
4026,1646,Undirected,1427,inventeur_brevet,1
4027,1702,Undirected,1428,inventeur_brevet,1
4028,318,Undirected,1429,inventeur_brevet,1
4029,1329,Undirected,1430,inventeur_brevet,1
4030,1507,Undirected,1431,inventeur_brevet,1
4031,2589,Undirected,1432,inventeur_brevet,1
4032,1560,Undirected,1433,inventeur_brevet,1
4033,233,Undirected,1434,inventeur_brevet,1
4034,2638,Undirected,1435,inventeur_brevet,1
4035,256,Undirected,1436,inventeur_brevet,1
4036,1845,Undirected,1437,inventeur_brevet,1
4037,217,Undirected,1438,inventeur_brevet,1
4038,1339,Undirected,1439,inventeur_brevet,1
4039,1699,Undirected,1440,inventeur_brevet,1
4040,1778,Undirected,1441,inventeur_brevet,1
4041,1057,Undirected,1442,inventeur_brevet,1
4042,173,Undirected,1443,inventeur_brevet,1
4043,2485,Undirected,1444,inventeur_brevet,1
4044,263,Undirected,1445,inventeur_brevet,1
4045,1614,Undirected,1446,inventeur_brevet,1
4046,1625,Undirected,1447,inventeur_brevet,1
4047,1089,Undirected,1448,inventeur_brevet,1
4048,1055,Undirected,1449,inventeur_brevet,1
4049,1258,Undirected,1450,inventeur_brevet,1
4050,2245,Undirected,1451,inventeur_brevet,1
4051,172,Undirected,1452,inventeur_brevet,1
4052,1636,Undirected,1453,inventeur_brevet,1
4053,1947,Undirected,1454,inventeur_brevet,1
4054,1992,Undirected,1455,inventeur_brevet,1
4055,164,Undirected,1456,inventeur_brevet,1
4056,1440,Undirected,1457,inventeur_brevet,1
4057,2021,Undirected,1458,inventeur_brevet,1
4058,1690,Undirected,1459,inventeur_brevet,1
4059,2632,Undirected,1460,inventeur_brevet,1
4060,1556,Undirected,1461,inventeur_brevet,1
4061,1200,Undirected,1462,inventeur_brevet,1
4062,503,Undirected,1463,inventeur_brevet,1
4063,1800,Undirected,1464,inventeur_brevet,1
4064,883,Undirected,1465,inventeur_brevet,1
4065,2002,Undirected,1466,inventeur_brevet,1
4066,856,Undirected,1467,inventeur_brevet,1
4067,308,Undirected,1468,inventeur_brevet,1
4068,155,Undirected,1469,inventeur_brevet,1
4069,2080,Undirected,1470,inventeur_brevet,1
4070,749,Undirected,1471,inventeur_brevet,1
4071,2388,Undirected,1472,inventeur_brevet,1
4072,2505,Undirected,1473,inventeur_brevet,1
4073,206,Undirected,1474,inventeur_brevet,1
4074,2091,Undirected,1475,inventeur_brevet,1
4075,785,Undirected,1476,inventeur_brevet,1
4076,2120,Undirected,1477,inventeur_brevet,1
4077,310,Undirected,1478,inventeur_brevet,1
4078,2449,Undirected,1479,inventeur_brevet,1
4079,2658,Undirected,1480,inventeur_brevet,1
4080,2637,Undirected,1481,inventeur_brevet,1
4081,2609,Undirected,1482,inventeur_brevet,1
4082,2525,Undirected,1483,inventeur_brevet,1
4083,516,Undirected,1484,inventeur_brevet,1
4084,2018,Undirected,1485,inventeur_brevet,1
4085,2109,Undirected,1486,inventeur_brevet,1
4086,2152,Undirected,1487,inventeur_brevet,1
4087,536,Undirected,1488,inventeur_brevet,1
4088,583,Undirected,1489,inventeur_brevet,1
4089,558,Undirected,1490,inventeur_brevet,1
4090,265,Undirected,1491,inventeur_brevet,1
4091,1948,Undirected,1492,inventeur_brevet,1
4092,1961,Undirected,1493,inventeur_brevet,1
4093,252,Undirected,1494,inventeur_brevet,1
4094,500,Undirected,1495,inventeur_brevet,1
4095,883,Undirected,1496,inventeur_brevet,1
4096,605,Undirected,1497,inventeur_brevet,1
4097,2014,Undirected,1498,inventeur_brevet,1
4098,834,Undirected,1499,inventeur_brevet,1
4099,2119,Undirected,1500,inventeur_brevet,1
4100,393,Undirected,1501,inventeur_brevet,1
4101,215,Undirected,1502,inventeur_brevet,1
4101,216,Undirected,1503,inventeur_brevet,1
4102,2691,Undirected,1504,inventeur_brevet,1
4103,2587,Undirected,1505,inventeur_brevet,1
4103,2626,Undirected,1506,inventeur_brevet,1
4104,2106,Undirected,1507,inventeur_brevet,1
4105,2106,Undirected,1508,inventeur_brevet,1
4106,2106,Undirected,1509,inventeur_brevet,1
4107,618,Undirected,1510,inventeur_brevet,1
4108,1908,Undirected,1511,inventeur_brevet,1
4109,1593,Undirected,1512,inventeur_brevet,1
4110,1296,Undirected,1513,inventeur_brevet,1
4111,1360,Undirected,1514,inventeur_brevet,1
4112,1495,Undirected,1515,inventeur_brevet,1
4113,1890,Undirected,1516,inventeur_brevet,1
4114,1370,Undirected,1517,inventeur_brevet,1
4115,1722,Undirected,1518,inventeur_brevet,1
4116,1912,Undirected,1519,inventeur_brevet,1
4117,1543,Undirected,1520,inventeur_brevet,1
4118,1304,Undirected,1521,inventeur_brevet,1
4119,1522,Undirected,1522,inventeur_brevet,1
4120,1332,Undirected,1523,inventeur_brevet,1
4121,489,Undirected,1524,inventeur_brevet,1
4122,338,Undirected,1525,inventeur_brevet,1
4123,1270,Undirected,1526,inventeur_brevet,1
4124,1391,Undirected,1527,inventeur_brevet,1
4125,1240,Undirected,1528,inventeur_brevet,1
4126,461,Undirected,1529,inventeur_brevet,1
4127,89,Undirected,1530,inventeur_brevet,1
4128,1027,Undirected,1531,inventeur_brevet,1
4129,1241,Undirected,1532,inventeur_brevet,1
4130,1739,Undirected,1533,inventeur_brevet,1
4130,1780,Undirected,1534,inventeur_brevet,1
4130,1877,Undirected,1535,inventeur_brevet,1
4131,1719,Undirected,1536,inventeur_brevet,1
4132,1441,Undirected,1537,inventeur_brevet,1
4133,1894,Undirected,1538,inventeur_brevet,1
4134,410,Undirected,1539,inventeur_brevet,1
4135,2244,Undirected,1540,inventeur_brevet,1
4136,908,Undirected,1541,inventeur_brevet,1
4137,1305,Undirected,1542,inventeur_brevet,1
4138,1124,Undirected,1543,inventeur_brevet,1
4139,1148,Undirected,1544,inventeur_brevet,1
4139,1169,Undirected,1545,inventeur_brevet,1
4140,1574,Undirected,1546,inventeur_brevet,1
4141,1573,Undirected,1547,inventeur_brevet,1
4142,1553,Undirected,1548,inventeur_brevet,1
4143,803,Undirected,1549,inventeur_brevet,1
4144,2393,Undirected,1550,inventeur_brevet,1
4145,324,Undirected,1551,inventeur_brevet,1
4146,1791,Undirected,1552,inventeur_brevet,1
4147,230,Undirected,1553,inventeur_brevet,1
4148,18,Undirected,1554,inventeur_brevet,1
4149,489,Undirected,1555,inventeur_brevet,1
4150,187,Undirected,1556,inventeur_brevet,1
4151,1699,Undirected,1557,inventeur_brevet,1
4152,1451,Undirected,1558,inventeur_brevet,1
4153,2446,Undirected,1559,inventeur_brevet,1
4154,1641,Undirected,1560,inventeur_brevet,1
4155,13,Undirected,1561,inventeur_brevet,1
4156,2077,Undirected,1562,inventeur_brevet,1
4157,1588,Undirected,1563,inventeur_brevet,1
4158,2131,Undirected,1564,inventeur_brevet,1
4159,1646,Undirected,1565,inventeur_brevet,1
4160,2227,Undirected,1566,inventeur_brevet,1
4161,465,Undirected,1567,inventeur_brevet,1
4162,1011,Undirected,1568,inventeur_brevet,1
4163,1617,Undirected,1569,inventeur_brevet,1
4163,1777,Undirected,1570,inventeur_brevet,1
4164,44,Undirected,1571,inventeur_brevet,1
4165,1031,Undirected,1572,inventeur_brevet,1
4166,293,Undirected,1573,inventeur_brevet,1
4167,293,Undirected,1574,inventeur_brevet,1
4168,575,Undirected,1575,inventeur_brevet,1
4169,1361,Undirected,1576,inventeur_brevet,1
4170,1089,Undirected,1577,inventeur_brevet,1
4171,764,Undirected,1578,inventeur_brevet,1
4172,1314,Undirected,1579,inventeur_brevet,1
4173,1624,Undirected,1580,inventeur_brevet,1
4174,1561,Undirected,1581,inventeur_brevet,1
4175,1561,Undirected,1582,inventeur_brevet,1
4176,2042,Undirected,1583,inventeur_brevet,1
4177,1864,Undirected,1584,inventeur_brevet,1
4178,244,Undirected,1585,inventeur_brevet,1
4179,638,Undirected,1586,inventeur_brevet,1
4180,352,Undirected,1587,inventeur_brevet,1
4181,489,Undirected,1588,inventeur_brevet,1
4182,253,Undirected,1589,inventeur_brevet,1
4183,2558,Undirected,1590,inventeur_brevet,1
4184,379,Undirected,1591,inventeur_brevet,1
4185,1981,Undirected,1592,inventeur_brevet,1
4186,133,Undirected,1593,inventeur_brevet,1
4187,133,Undirected,1594,inventeur_brevet,1
4188,1403,Undirected,1595,inventeur_brevet,1
4189,2667,Undirected,1596,inventeur_brevet,1
4190,2642,Undirected,1597,inventeur_brevet,1
4191,595,Undirected,1598,inventeur_brevet,1
4192,1183,Undirected,1599,inventeur_brevet,1
4193,540,Undirected,1600,inventeur_brevet,1
4194,307,Undirected,1601,inventeur_brevet,1
4195,648,Undirected,1602,inventeur_brevet,1
4196,2681,Undirected,1603,inventeur_brevet,1
4197,1803,Undirected,1604,inventeur_brevet,1
4198,1209,Undirected,1605,inventeur_brevet,1
4199,734,Undirected,1606,inventeur_brevet,1
4200,1031,Undirected,1607,inventeur_brevet,1
4201,1576,Undirected,1608,inventeur_brevet,1
4202,1011,Undirected,1609,inventeur_brevet,1
4203,275,Undirected,1610,inventeur_brevet,1
4204,1712,Undirected,1611,inventeur_brevet,1
4205,1677,Undirected,1612,inventeur_brevet,1
4206,464,Undirected,1613,inventeur_brevet,1
4207,2665,Undirected,1614,inventeur_brevet,1
4208,1698,Undirected,1615,inventeur_brevet,1
4209,2227,Undirected,1616,inventeur_brevet,1
4210,2233,Undirected,1617,inventeur_brevet,1
4211,275,Undirected,1618,inventeur_brevet,1
4212,1847,Undirected,1619,inventeur_brevet,1
4213,1336,Undirected,1620,inventeur_brevet,1
4214,1849,Undirected,1621,inventeur_brevet,1
4215,1836,Undirected,1622,inventeur_brevet,1
4216,1011,Undirected,1623,inventeur_brevet,1
4217,2240,Undirected,1624,inventeur_brevet,1
4218,800,Undirected,1625,inventeur_brevet,1
4219,513,Undirected,1626,inventeur_brevet,1
4220,1100,Undirected,1627,inventeur_brevet,1
4221,2593,Undirected,1628,inventeur_brevet,1
4222,1856,Undirected,1629,inventeur_brevet,1
4223,1852,Undirected,1630,inventeur_brevet,1
4224,1682,Undirected,1631,inventeur_brevet,1
4225,2587,Undirected,1632,inventeur_brevet,1
4225,2626,Undirected,1633,inventeur_brevet,1
4226,1886,Undirected,1634,inventeur_brevet,1
4227,161,Undirected,1635,inventeur_brevet,1
4228,698,Undirected,1636,inventeur_brevet,1
4229,347,Undirected,1637,inventeur_brevet,1
4230,1507,Undirected,1638,inventeur_brevet,1
4231,950,Undirected,1639,inventeur_brevet,1
4232,2519,Undirected,1640,inventeur_brevet,1
4233,210,Undirected,1641,inventeur_brevet,1
4234,436,Undirected,1642,inventeur_brevet,1
4235,485,Undirected,1643,inventeur_brevet,1
4236,1924,Undirected,1644,inventeur_brevet,1
4237,1985,Undirected,1645,inventeur_brevet,1
4238,2047,Undirected,1646,inventeur_brevet,1
4239,40,Undirected,1647,inventeur_brevet,1
4240,2654,Undirected,1648,inventeur_brevet,1
4241,1824,Undirected,1649,inventeur_brevet,1
4242,1639,Undirected,1650,inventeur_brevet,1
4243,2673,Undirected,1651,inventeur_brevet,1
4244,9,Undirected,1652,inventeur_brevet,1
4245,786,Undirected,1653,inventeur_brevet,1
4246,2071,Undirected,1654,inventeur_brevet,1
4247,1945,Undirected,1655,inventeur_brevet,1
4248,675,Undirected,1656,inventeur_brevet,1
4249,1291,Undirected,1657,inventeur_brevet,1
4250,1796,Undirected,1658,inventeur_brevet,1
4251,2125,Undirected,1659,inventeur_brevet,1
4252,1892,Undirected,1660,inventeur_brevet,1
4253,1043,Undirected,1661,inventeur_brevet,1
4253,1071,Undirected,1662,inventeur_brevet,1
4254,628,Undirected,1663,inventeur_brevet,1
4255,1516,Undirected,1664,inventeur_brevet,1
4256,1886,Undirected,1665,inventeur_brevet,1
4257,1406,Undirected,1666,inventeur_brevet,1
4258,32,Undirected,1667,inventeur_brevet,1
4259,1089,Undirected,1668,inventeur_brevet,1
4260,472,Undirected,1669,inventeur_brevet,1
4261,2390,Undirected,1670,inventeur_brevet,1
4262,471,Undirected,1671,inventeur_brevet,1
4263,1181,Undirected,1672,inventeur_brevet,1
4264,2373,Undirected,1673,inventeur_brevet,1
4265,544,Undirected,1674,inventeur_brevet,1
4266,1715,Undirected,1675,inventeur_brevet,1
4267,1135,Undirected,1676,inventeur_brevet,1
4268,668,Undirected,1677,inventeur_brevet,1
4269,114,Undirected,1678,inventeur_brevet,1
4270,12,Undirected,1679,inventeur_brevet,1
4271,230,Undirected,1680,inventeur_brevet,1
4272,2475,Undirected,1681,inventeur_brevet,1
4273,352,Undirected,1682,inventeur_brevet,1
4274,1047,Undirected,1683,inventeur_brevet,1
4275,2304,Undirected,1684,inventeur_brevet,1
4276,890,Undirected,1685,inventeur_brevet,1
4277,548,Undirected,1686,inventeur_brevet,1
4278,1192,Undirected,1687,inventeur_brevet,1
4278,1215,Undirected,1688,inventeur_brevet,1
4278,1229,Undirected,1689,inventeur_brevet,1
4278,1318,Undirected,1690,inventeur_brevet,1
4279,1244,Undirected,1691,inventeur_brevet,1
4280,1108,Undirected,1692,inventeur_brevet,1
4280,1132,Undirected,1693,inventeur_brevet,1
4280,1152,Undirected,1694,inventeur_brevet,1
4280,1226,Undirected,1695,inventeur_brevet,1
4280,1248,Undirected,1696,inventeur_brevet,1
4280,1262,Undirected,1697,inventeur_brevet,1
4281,1270,Undirected,1698,inventeur_brevet,1
4281,1391,Undirected,1699,inventeur_brevet,1
4282,1011,Undirected,1700,inventeur_brevet,1
4283,1991,Undirected,1701,inventeur_brevet,1
4284,1477,Undirected,1702,inventeur_brevet,1
4285,2169,Undirected,1703,inventeur_brevet,1
4286,163,Undirected,1704,inventeur_brevet,1
4287,179,Undirected,1705,inventeur_brevet,1
4288,1236,Undirected,1706,inventeur_brevet,1
4289,2668,Undirected,1707,inventeur_brevet,1
4290,335,Undirected,1708,inventeur_brevet,1
4291,1093,Undirected,1709,inventeur_brevet,1
4292,647,Undirected,1710,inventeur_brevet,1
4293,2622,Undirected,1711,inventeur_brevet,1
4294,1100,Undirected,1712,inventeur_brevet,1
4294,1333,Undirected,1713,inventeur_brevet,1
4295,90,Undirected,1714,inventeur_brevet,1
4296,1350,Undirected,1715,inventeur_brevet,1
4297,2100,Undirected,1716,inventeur_brevet,1
4298,1288,Undirected,1717,inventeur_brevet,1
4299,1936,Undirected,1718,inventeur_brevet,1
4300,2287,Undirected,1719,inventeur_brevet,1
4301,1392,Undirected,1720,inventeur_brevet,1
4302,2638,Undirected,1721,inventeur_brevet,1
4303,881,Undirected,1722,inventeur_brevet,1
4304,882,Undirected,1723,inventeur_brevet,1
4305,2191,Undirected,1724,inventeur_brevet,1
4306,1931,Undirected,1725,inventeur_brevet,1
4307,1934,Undirected,1726,inventeur_brevet,1
4308,825,Undirected,1727,inventeur_brevet,1
4309,2359,Undirected,1728,inventeur_brevet,1
4310,2660,Undirected,1729,inventeur_brevet,1
4311,346,Undirected,1730,inventeur_brevet,1
4312,1797,Undirected,1731,inventeur_brevet,1
4313,451,Undirected,1732,inventeur_brevet,1
4314,1878,Undirected,1733,inventeur_brevet,1
4315,1809,Undirected,1734,inventeur_brevet,1
4316,1970,Undirected,1735,inventeur_brevet,1
4317,2519,Undirected,1736,inventeur_brevet,1
4318,1686,Undirected,1737,inventeur_brevet,1
4319,2071,Undirected,1738,inventeur_brevet,1
4320,41,Undirected,1739,inventeur_brevet,1
4321,1681,Undirected,1740,inventeur_brevet,1
4322,748,Undirected,1741,inventeur_brevet,1
4323,2110,Undirected,1742,inventeur_brevet,1
4324,1773,Undirected,1743,inventeur_brevet,1
4325,1933,Undirected,1744,inventeur_brevet,1
4326,1553,Undirected,1745,inventeur_brevet,1
4327,1608,Undirected,1746,inventeur_brevet,1
4328,2030,Undirected,1747,inventeur_brevet,1
4329,1142,Undirected,1748,inventeur_brevet,1
4330,2031,Undirected,1749,inventeur_brevet,1
4331,483,Undirected,1750,inventeur_brevet,1
4332,2269,Undirected,1751,inventeur_brevet,1
4333,321,Undirected,1752,inventeur_brevet,1
4334,2561,Undirected,1753,inventeur_brevet,1
4335,2575,Undirected,1754,inventeur_brevet,1
4336,208,Undirected,1755,inventeur_brevet,1
4337,222,Undirected,1756,inventeur_brevet,1
4338,1138,Undirected,1757,inventeur_brevet,1
4339,1243,Undirected,1758,inventeur_brevet,1
4340,1659,Undirected,1759,inventeur_brevet,1
4341,1006,Undirected,1760,inventeur_brevet,1
4342,1515,Undirected,1761,inventeur_brevet,1
4343,601,Undirected,1762,inventeur_brevet,1
4344,1168,Undirected,1763,inventeur_brevet,1
4345,1947,Undirected,1764,inventeur_brevet,1
4346,1624,Undirected,1765,inventeur_brevet,1
4347,1849,Undirected,1766,inventeur_brevet,1
4348,2601,Undirected,1767,inventeur_brevet,1
4349,2599,Undirected,1768,inventeur_brevet,1
4350,2266,Undirected,1769,inventeur_brevet,1
4351,2595,Undirected,1770,inventeur_brevet,1
4352,888,Undirected,1771,inventeur_brevet,1
4353,1402,Undirected,1772,inventeur_brevet,1
4354,1677,Undirected,1773,inventeur_brevet,1
4355,2279,Undirected,1774,inventeur_brevet,1
4356,2594,Undirected,1775,inventeur_brevet,1
4357,1703,Undirected,1776,inventeur_brevet,1
4357,1704,Undirected,1777,inventeur_brevet,1
4358,711,Undirected,1778,inventeur_brevet,1
4359,2556,Undirected,1779,inventeur_brevet,1
4360,230,Undirected,1780,inventeur_brevet,1
4361,1887,Undirected,1781,inventeur_brevet,1
4362,725,Undirected,1782,inventeur_brevet,1
4363,1099,Undirected,1783,inventeur_brevet,1
4363,1290,Undirected,1784,inventeur_brevet,1
4364,2581,Undirected,1785,inventeur_brevet,1
4365,958,Undirected,1786,inventeur_brevet,1
4366,1605,Undirected,1787,inventeur_brevet,1
4367,1896,Undirected,1788,inventeur_brevet,1
4368,591,Undirected,1789,inventeur_brevet,1
4369,2476,Undirected,1790,inventeur_brevet,1
4369,2563,Undirected,1791,inventeur_brevet,1
4370,2664,Undirected,1792,inventeur_brevet,1
4371,514,Undirected,1793,inventeur_brevet,1
4372,2338,Undirected,1794,inventeur_brevet,1
4373,1414,Undirected,1795,inventeur_brevet,1
4374,1957,Undirected,1796,inventeur_brevet,1
4375,1702,Undirected,1797,inventeur_brevet,1
4376,2126,Undirected,1798,inventeur_brevet,1
4377,1964,Undirected,1799,inventeur_brevet,1
4378,2406,Undirected,1800,inventeur_brevet,1
4379,597,Undirected,1801,inventeur_brevet,1
4380,85,Undirected,1802,inventeur_brevet,1
4381,1692,Undirected,1803,inventeur_brevet,1
4382,1388,Undirected,1804,inventeur_brevet,1
4383,2459,Undirected,1805,inventeur_brevet,1
4384,1023,Undirected,1806,inventeur_brevet,1
4385,33,Undirected,1807,inventeur_brevet,1
4386,313,Undirected,1808,inventeur_brevet,1
4387,2373,Undirected,1809,inventeur_brevet,1
4388,583,Undirected,1810,inventeur_brevet,1
4389,1453,Undirected,1811,inventeur_brevet,1
4390,1915,Undirected,1812,inventeur_brevet,1
4391,1226,Undirected,1813,inventeur_brevet,1
4391,1248,Undirected,1814,inventeur_brevet,1
4392,1132,Undirected,1815,inventeur_brevet,1
4392,1152,Undirected,1816,inventeur_brevet,1
4392,1244,Undirected,1817,inventeur_brevet,1
4393,1681,Undirected,1818,inventeur_brevet,1
4394,471,Undirected,1819,inventeur_brevet,1
4395,76,Undirected,1820,inventeur_brevet,1
4396,1089,Undirected,1821,inventeur_brevet,1
4397,18,Undirected,1822,inventeur_brevet,1
4398,2077,Undirected,1823,inventeur_brevet,1
4399,2325,Undirected,1824,inventeur_brevet,1
4400,2299,Undirected,1825,inventeur_brevet,1
4401,1247,Undirected,1826,inventeur_brevet,1
4402,1447,Undirected,1827,inventeur_brevet,1
4403,1278,Undirected,1828,inventeur_brevet,1
4404,1278,Undirected,1829,inventeur_brevet,1
4405,68,Undirected,1830,inventeur_brevet,1
4405,69,Undirected,1831,inventeur_brevet,1
4405,406,Undirected,1832,inventeur_brevet,1
4406,1324,Undirected,1833,inventeur_brevet,1
4407,273,Undirected,1834,inventeur_brevet,1
4408,2193,Undirected,1835,inventeur_brevet,1
4409,2433,Undirected,1836,inventeur_brevet,1
4410,2282,Undirected,1837,inventeur_brevet,1
4411,2253,Undirected,1838,inventeur_brevet,1
4412,1157,Undirected,1839,inventeur_brevet,1
4413,2349,Undirected,1840,inventeur_brevet,1
4414,2284,Undirected,1841,inventeur_brevet,1
4415,86,Undirected,1842,inventeur_brevet,1
4416,2646,Undirected,1843,inventeur_brevet,1
4417,2430,Undirected,1844,inventeur_brevet,1
4418,1243,Undirected,1845,inventeur_brevet,1
4419,769,Undirected,1846,inventeur_brevet,1
4420,1846,Undirected,1847,inventeur_brevet,1
4421,2300,Undirected,1848,inventeur_brevet,1
4422,2087,Undirected,1849,inventeur_brevet,1
4423,825,Undirected,1850,inventeur_brevet,1
4424,2170,Undirected,1851,inventeur_brevet,1
4425,2089,Undirected,1852,inventeur_brevet,1
4426,2609,Undirected,1853,inventeur_brevet,1
4427,737,Undirected,1854,inventeur_brevet,1
4428,2264,Undirected,1855,inventeur_brevet,1
4429,118,Undirected,1856,inventeur_brevet,1
4430,795,Undirected,1857,inventeur_brevet,1
4431,966,Undirected,1858,inventeur_brevet,1
4432,1865,Undirected,1859,inventeur_brevet,1
4433,1010,Undirected,1860,inventeur_brevet,1
4434,598,Undirected,1861,inventeur_brevet,1
4435,1854,Undirected,1862,inventeur_brevet,1
4436,1560,Undirected,1863,inventeur_brevet,1
4437,1089,Undirected,1864,inventeur_brevet,1
4438,2672,Undirected,1865,inventeur_brevet,1
4439,1712,Undirected,1866,inventeur_brevet,1
4440,1957,Undirected,1867,inventeur_brevet,1
4441,1488,Undirected,1868,inventeur_brevet,1
4442,1089,Undirected,1869,inventeur_brevet,1
4443,94,Undirected,1870,inventeur_brevet,1
4444,2519,Undirected,1871,inventeur_brevet,1
4445,249,Undirected,1872,inventeur_brevet,1
4446,286,Undirected,1873,inventeur_brevet,1
4447,2237,Undirected,1874,inventeur_brevet,1
4448,1056,Undirected,1875,inventeur_brevet,1
4449,777,Undirected,1876,inventeur_brevet,1
4450,65,Undirected,1877,inventeur_brevet,1
4451,1630,Undirected,1878,inventeur_brevet,1
4452,1128,Undirected,1879,inventeur_brevet,1
4453,1499,Undirected,1880,inventeur_brevet,1
4454,1610,Undirected,1881,inventeur_brevet,1
4455,2464,Undirected,1882,inventeur_brevet,1
4456,1433,Undirected,1883,inventeur_brevet,1
4457,2340,Undirected,1884,inventeur_brevet,1
4458,945,Undirected,1885,inventeur_brevet,1
4459,620,Undirected,1886,inventeur_brevet,1
4460,649,Undirected,1887,inventeur_brevet,1
4461,1641,Undirected,1888,inventeur_brevet,1
4462,2510,Undirected,1889,inventeur_brevet,1
4463,1200,Undirected,1890,inventeur_brevet,1
4463,1201,Undirected,1891,inventeur_brevet,1
4464,1128,Undirected,1892,inventeur_brevet,1
4465,2012,Undirected,1893,inventeur_brevet,1
4466,322,Undirected,1894,inventeur_brevet,1
4467,2209,Undirected,1895,inventeur_brevet,1
4468,2636,Undirected,1896,inventeur_brevet,1
4469,860,Undirected,1897,inventeur_brevet,1
4470,1537,Undirected,1898,inventeur_brevet,1
4471,1707,Undirected,1899,inventeur_brevet,1
4471,1887,Undirected,1900,inventeur_brevet,1
4471,1888,Undirected,1901,inventeur_brevet,1
4472,713,Undirected,1902,inventeur_brevet,1
4473,703,Undirected,1903,inventeur_brevet,1
4474,2012,Undirected,1904,inventeur_brevet,1
4475,1070,Undirected,1905,inventeur_brevet,1
4476,649,Undirected,1906,inventeur_brevet,1
4477,2417,Undirected,1907,inventeur_brevet,1
4478,1153,Undirected,1908,inventeur_brevet,1
4479,1158,Undirected,1909,inventeur_brevet,1
4480,437,Undirected,1910,inventeur_brevet,1
4481,1061,Undirected,1911,inventeur_brevet,1
4482,2012,Undirected,1912,inventeur_brevet,1
4483,501,Undirected,1913,inventeur_brevet,1
4484,855,Undirected,1914,inventeur_brevet,1
4485,778,Undirected,1915,inventeur_brevet,1
4486,2351,Undirected,1916,inventeur_brevet,1
4487,2082,Undirected,1917,inventeur_brevet,1
4488,587,Undirected,1918,inventeur_brevet,1
4489,2655,Undirected,1919,inventeur_brevet,1
4490,2071,Undirected,1920,inventeur_brevet,1
4491,1030,Undirected,1921,inventeur_brevet,1
4492,465,Undirected,1922,inventeur_brevet,1
4493,1212,Undirected,1923,inventeur_brevet,1
4494,906,Undirected,1924,inventeur_brevet,1
4495,1362,Undirected,1925,inventeur_brevet,1
4496,2293,Undirected,1926,inventeur_brevet,1
4497,1090,Undirected,1927,inventeur_brevet,1
4497,2270,Undirected,1928,inventeur_brevet,1
4498,1935,Undirected,1929,inventeur_brevet,1
4499,9,Undirected,1930,inventeur_brevet,1
4500,1907,Undirected,1931,inventeur_brevet,1
4501,317,Undirected,1932,inventeur_brevet,1
4502,1636,Undirected,1933,inventeur_brevet,1
4503,1390,Undirected,1934,inventeur_brevet,1
4504,1488,Undirected,1935,inventeur_brevet,1
4505,616,Undirected,1936,inventeur_brevet,1
4506,163,Undirected,1937,inventeur_brevet,1
4507,1973,Undirected,1938,inventeur_brevet,1
4508,726,Undirected,1939,inventeur_brevet,1
4509,860,Undirected,1940,inventeur_brevet,1
